id,major,year_degree,total_amount,month_avg_amount,min_amount_month_num,min_same_month_total_amount,max_amount_month_num,max_same_month_total_amount,all_breakfast_count,all_lunch_count,all_dinner_count,other_periods_count,regular_rate,early_count,total_amount_std,min_amount_std_month_num,min_amount_std,max_amount_std_moth_num,max_amount_std,total_course_count,excellent_rate,resit_rate,total_score_std,max_score_std,min_score_std,max_session_std,min_session_std,avg_rank,max_rank,min_rank,total_borrow_count,avg_borrow_days,total_during_exam_count,total_long_term_count,total_count,avg_count,max_count,min_count,max_month,min_month,am_count,pm_count,count_std,during_exam_count,early_warning_level
3210117111,机械电子工程（4+0）,2021,515908.80,8.69,8,1.12,10,442.96,9240,12540,7260,30360,0.49,6930,68.04,10,0.00,9,25.00,85,0.49,0.00,3.02,2.42,6.28,11.20,6.50,54.25,25,105,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210117112,机械电子工程（4+0）,2021,266579.04,6.47,1,3.24,6,427.08,3120,9672,11232,17160,0.58,2808,61.77,12,0.00,6,2.92,85,0.67,0.00,2.53,2.98,4.08,11.76,6.74,35.25,8,99,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210117113,机械电子工程（4+0）,2021,537895.08,38.16,1,3.80,9,450.56,1944,2916,3159,6075,0.57,1701,72.63,10,0.00,9,75.00,86,0.85,0.00,3.08,2.63,7.09,8.68,4.68,9.88,1,34,14,36.79,0,2,0,0,0,0,0,0,0,0,0.00,0,0
3210117115,机械电子工程（4+0）,2021,116343.84,4.48,4,0.84,9,131.16,3192,4788,5472,12540,0.52,912,40.06,9,0.00,6,55.00,87,0.47,0.01,4.83,3.89,6.12,11.00,6.12,57.25,3,102,2,31.50,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210117116,机械电子工程（4+0）,2021,69334.80,5.70,1,1.00,5,130.00,380,3610,4180,3990,0.67,190,29.79,10,0.00,4,39.00,87,0.54,0.01,2.73,3.19,6.73,11.18,6.78,40.50,24,96,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210117120,机械电子工程（4+0）,2021,67679.04,4.35,8,1.12,12,103.92,1320,2640,3960,7656,0.51,1056,23.84,10,0.00,4,9.12,85,0.54,0.01,2.79,3.12,11.65,15.88,5.44,50.00,18,74,9,59.33,1,3,0,0,0,0,0,0,0,0,0.00,0,0
3210117121,机械电子工程（4+0）,2021,107779.40,6.45,9,6.80,10,119.58,0,5320,6650,4750,0.72,190,30.78,10,0.00,6,5.54,84,0.62,0.00,2.35,3.38,6.34,10.85,4.50,31.63,9,66,2,18.50,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210117123,机械电子工程（4+0）,2021,153939.20,7.13,1,0.42,11,263.70,11520,5440,4160,480,0.98,11200,87.65,6,0.00,4,5.42,91,0.40,0.07,2.05,2.93,4.03,13.10,9.54,86.13,39,116,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210117124,机械电子工程（4+0）,2021,1780168.32,19.08,1,41.20,9,1154.22,9504,5184,16416,62208,0.33,8640,93.51,10,0.00,2,49.44,84,0.73,0.00,1.81,2.92,6.56,11.66,5.66,23.00,12,45,5,50.20,2,2,0,0,0,0,0,0,0,0,0.00,0,0
3210117126,机械电子工程（4+0）,2021,92964.00,5.88,4,1.12,9,242.24,400,2200,3600,9600,0.39,600,37.00,12,0.00,9,29.44,88,0.36,0.05,2.77,4.12,5.71,11.08,5.79,86.63,26,114,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210117130,机械电子工程（4+0）,2021,106603.20,2.54,9,3.64,6,162.76,3168,12936,8712,17160,0.59,792,31.27,6,0.00,6,13.93,88,0.49,0.03,4.60,4.14,7.79,14.80,8.54,56.88,11,111,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210117201,机械电子工程（4+0）,2021,11897.50,47.59,5,10.00,9,195.90,125,25,50,50,0.80,100,63.37,2,0.00,9,33.51,86,0.40,0.03,4.32,5.17,11.33,13.66,6.08,66.50,37,113,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210117203,机械电子工程（4+0）,2021,65268.72,6.10,8,1.12,9,243.24,1386,2376,4554,2376,0.78,594,54.28,1,0.00,9,56.10,84,0.57,0.00,2.77,3.20,5.12,14.00,5.60,48.25,16,109,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210117204,机械电子工程（4+0）,2021,601063.68,11.93,3,10.20,9,424.10,6384,16464,17136,10416,0.79,2688,72.47,1,0.00,10,51.40,83,0.76,0.00,1.67,2.76,3.27,9.17,5.61,17.00,3,61,2,44.50,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210117205,机械电子工程（4+0）,2021,105683.16,4.75,2,2.84,9,147.60,1012,1771,12650,6831,0.69,506,34.82,5,0.00,9,44.30,85,0.40,0.02,2.68,4.82,5.61,14.62,7.77,77.63,48,114,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210117207,机械电子工程（4+0）,2021,1241215.20,29.79,12,63.12,9,710.40,7812,7812,9672,16368,0.61,4464,63.69,12,0.00,3,59.00,85,0.53,0.01,2.87,4.94,6.80,11.47,4.96,44.50,22,83,3,60.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210117209,机械电子工程（4+0）,2021,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,89,0.47,0.06,3.84,4.73,11.78,14.71,7.27,62.50,40,84,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210117211,机械电子工程（4+0）,2021,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,83,0.52,0.01,2.68,3.84,6.09,11.47,6.82,44.88,15,102,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210117212,机械电子工程（4+0）,2021,216904.38,5.69,2,3.96,5,208.52,924,15477,12705,9009,0.76,462,66.37,10,0.00,3,6.45,87,0.72,0.01,3.67,2.33,10.08,11.68,7.07,17.75,3,49,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210117214,机械电子工程（4+0）,2021,655632.00,10.12,4,22.06,9,413.06,864,40896,19008,4032,0.94,864,78.16,6,0.00,7,12.66,89,0.75,0.00,3.65,3.16,6.51,10.33,3.97,12.00,3,37,3,57.00,3,0,0,0,0,0,0,0,0,0,0.00,0,0
3210117215,机械电子工程（4+0）,2021,84218.40,3.58,2,1.12,3,168.18,840,3360,4620,14700,0.38,420,37.82,5,0.00,3,39.55,87,0.47,0.03,4.26,5.65,8.95,12.25,9.00,57.50,38,88,1,6.00,1,0,0,0,0,0,0,0,0,0,0.00,0,0
3210117219,机械电子工程（4+0）,2021,80956.80,19.99,1,0.56,9,504.08,135,270,810,2835,0.30,135,124.61,10,0.00,9,77.76,84,0.50,0.04,2.05,4.30,10.71,15.63,7.50,53.88,31,69,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210117220,机械电子工程（4+0）,2021,48362.40,1.79,2,3.36,6,77.84,4320,1440,1980,19260,0.29,2700,17.09,2,0.00,6,4.71,99,0.32,0.08,6.30,5.49,8.79,18.19,12.40,93.25,58,117,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,3
3210117221,机械电子工程（4+0）,2021,1219212.00,9.60,1,157.62,11,569.18,9072,38556,45360,34020,0.73,3564,116.18,12,0.00,2,25.16,81,0.51,0.00,2.73,4.41,6.54,10.68,3.68,48.50,8,97,1,30.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210117224,机械电子工程（4+0）,2021,261341.20,18.59,1,2.00,6,435.12,2850,4370,3420,3420,0.76,1900,58.30,11,0.00,6,49.44,88,0.48,0.03,2.11,2.90,9.51,13.92,6.37,69.13,46,91,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,1
3210117225,机械电子工程（4+0）,2021,800.00,100.00,9,100.00,9,100.00,0,4,4,0,1.00,0,0.00,6,0.00,6,0.00,85,0.54,0.01,3.84,3.71,6.20,12.00,6.50,58.25,7,97,8,61.63,3,3,0,0,0,0,0,0,0,0,0.00,0,0
3210117226,机械电子工程（4+0）,2021,5233.20,3.34,1,3.08,6,50.00,98,147,294,1029,0.34,49,15.61,10,0.00,9,0.47,83,0.58,0.01,2.95,3.59,6.96,11.61,5.00,40.63,21,64,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210117228,机械电子工程（4+0）,2021,412548.00,38.20,2,2.84,9,720.00,2800,1000,800,6200,0.43,4400,109.07,10,0.00,11,49.50,87,0.39,0.03,4.93,3.46,11.99,17.07,5.50,74.50,16,116,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210117230,机械电子工程（4+0）,2021,143337.84,1.94,7,10.00,9,94.96,14352,5520,4968,49128,0.34,13248,17.94,9,0.00,6,10.79,84,0.60,0.02,1.87,2.42,8.36,13.63,7.00,35.63,15,60,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601102,土木工程,2021,104040.00,28.33,11,30.00,9,190.00,1377,459,918,918,0.75,612,15.72,10,0.00,6,10.00,99,0.55,0.02,3.17,3.84,7.38,11.98,9.35,226.63,40,412,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,1
3210601105,土木工程,2021,77955.20,26.05,12,30.00,9,220.00,816,408,544,1224,0.59,408,19.38,10,0.00,10,0.00,97,0.58,0.01,2.61,3.56,5.49,10.50,6.35,173.00,59,243,1,30.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601106,土木工程,2021,276400.80,7.76,2,6.00,9,223.08,2880,12600,6120,14040,0.61,2160,22.60,1,0.00,9,25.00,97,0.64,0.01,3.70,2.96,5.05,11.96,6.52,127.50,55,223,4,73.75,0,1,0,0,0,0,0,0,0,0,0.00,0,0
3210601107,土木工程,2021,446527.20,8.18,12,8.14,9,183.08,7140,10080,10500,26880,0.51,3780,26.46,11,0.00,9,13.78,101,0.43,0.04,3.17,2.82,9.54,15.19,5.76,332.50,185,516,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,1
3210601108,土木工程,2021,156593.20,20.63,12,0.84,9,160.00,1610,1840,460,3680,0.52,1150,13.59,10,0.00,10,10.00,98,0.40,0.03,4.26,1.90,4.30,12.91,8.07,346.50,72,516,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601109,土木工程,2021,165600.00,21.62,1,20.00,2,210.00,2484,1656,828,2691,0.65,1863,33.99,10,0.00,9,10.00,97,0.48,0.01,2.96,2.40,4.80,12.72,7.42,307.13,108,507,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601110,土木工程,2021,115401.60,21.37,1,10.00,9,170.00,1620,1080,540,2160,0.60,1620,15.03,10,0.00,5,14.44,106,0.32,0.06,3.91,3.64,7.42,15.27,8.19,410.88,172,588,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,2
3210601111,土木工程,2021,529704.00,5.11,12,40.88,8,274.56,11760,16800,13440,61740,0.40,7140,34.39,4,0.00,2,13.61,96,0.52,0.00,3.06,2.44,4.51,11.20,6.28,180.63,65,342,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601113,土木工程,2021,36895.32,1.41,7,1.12,11,26.24,462,5313,8085,12243,0.53,0,3.78,3,0.00,6,0.50,107,0.35,0.09,3.83,3.79,8.44,16.93,7.70,405.13,236,598,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,2
3210601115,土木工程,2021,69291.52,22.56,5,1.12,3,305.36,1024,256,1024,768,0.75,384,78.22,3,0.00,7,25.00,99,0.48,0.04,4.82,2.68,7.66,12.82,6.81,291.25,66,517,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601117,土木工程,2021,78332.76,7.06,1,2.80,9,119.40,2178,1782,2178,4950,0.55,1584,16.84,10,0.00,12,7.67,96,0.63,0.00,3.07,2.96,5.26,16.31,4.70,164.75,63,257,12,49.17,0,4,0,0,0,0,0,0,0,0,0.00,0,0
3210601119,土木工程,2021,505765.92,11.07,8,0.56,6,657.86,2376,16632,13992,12672,0.72,528,148.58,10,0.00,9,39.66,97,0.40,0.02,3.29,4.24,4.79,14.29,7.86,317.63,107,479,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601120,土木工程,2021,50268.80,6.83,8,0.84,6,153.64,800,1760,1280,3520,0.52,320,44.72,1,0.00,6,36.12,98,0.50,0.00,3.93,3.14,4.37,10.08,7.15,258.63,74,447,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601121,土木工程,2021,133056.24,9.57,11,2.00,7,153.36,1140,4332,2052,6384,0.54,228,45.35,10,0.00,10,46.68,97,0.47,0.02,4.23,3.52,6.59,13.01,7.08,291.50,70,454,1,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601123,土木工程,2021,253550.88,6.81,1,6.24,5,104.24,8712,5148,9504,13860,0.63,7128,19.55,10,0.00,5,18.33,96,0.80,0.00,2.92,2.64,6.61,8.75,4.19,36.63,8,108,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601125,土木工程,2021,239976.00,8.74,2,3.12,8,555.60,1056,5544,8976,11880,0.57,792,122.30,9,0.00,8,64.53,96,0.69,0.01,3.17,3.20,5.62,10.47,5.46,111.50,34,184,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601127,土木工程,2021,730033.92,56.43,1,25.00,6,700.00,3432,2112,1584,5808,0.55,3168,78.14,9,0.00,6,42.43,97,0.41,0.01,3.12,3.61,5.59,12.00,6.03,352.63,102,553,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601128,土木工程,2021,209270.16,24.02,7,1.12,9,471.12,990,990,2178,4554,0.48,594,103.62,6,0.00,12,51.56,107,0.31,0.07,5.17,2.34,9.01,15.48,7.45,407.25,60,620,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,3
3210601129,土木工程,2022,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,80,0.69,0.00,3.78,3.11,5.16,9.03,5.46,137.83,47,263,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601201,土木工程,2021,3564.00,1.09,12,1.40,10,7.00,396,1089,495,1287,0.61,99,2.02,9,0.00,10,0.49,97,0.57,0.01,4.64,3.50,8.85,11.88,5.69,155.00,48,292,3,72.00,3,3,0,0,0,0,0,0,0,0,0.00,0,0
3210601205,土木工程,2021,141988.00,7.50,8,3.36,9,207.12,2200,5280,3740,7700,0.59,220,40.69,12,0.00,4,42.86,96,0.56,0.00,3.98,2.83,3.67,11.47,7.32,147.13,22,246,4,28.50,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601207,土木工程,2021,181525.20,3.69,7,4.48,6,170.80,3864,16284,9660,19320,0.61,2208,40.06,10,0.00,9,31.14,96,0.46,0.01,3.37,3.22,5.33,13.42,7.53,220.50,78,407,1,30.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601208,土木工程,2021,116566.56,3.84,2,4.00,7,153.08,2376,10560,6864,10560,0.65,1056,36.56,6,0.00,8,49.44,96,0.67,0.00,3.28,3.56,4.79,14.17,6.26,147.13,24,371,2,15.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601211,土木工程,2021,104533.20,16.47,2,30.00,9,250.00,1350,1620,1620,1755,0.72,1080,24.31,10,0.00,4,20.25,103,0.41,0.06,4.80,2.54,9.25,14.77,6.55,339.00,31,609,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601212,土木工程,2021,100421.20,3.50,1,4.64,9,107.88,2610,6090,8410,11600,0.60,2320,10.52,10,0.00,5,4.24,97,0.61,0.01,2.43,2.49,6.44,9.63,6.51,128.25,58,242,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601214,土木工程,2021,190121.03,33.89,12,1.12,9,201.00,561,1309,1122,2618,0.53,374,56.38,10,0.00,9,49.50,98,0.49,0.01,4.16,2.06,8.31,10.72,2.36,273.88,19,468,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601215,土木工程,2021,179066.88,7.31,2,1.00,6,127.32,2880,5760,8352,7488,0.69,576,39.12,5,0.00,8,36.93,98,0.43,0.02,1.74,2.90,3.81,10.67,8.24,293.25,152,400,3,21.33,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601217,土木工程,2021,567.36,1.13,7,0.84,9,6.16,180,36,0,288,0.43,144,1.76,8,0.00,9,0.23,97,0.38,0.01,3.71,2.54,6.65,11.49,6.02,304.38,63,561,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601219,土木工程,2021,21852.60,5.09,7,1.12,6,102.24,495,660,1155,1980,0.54,330,24.99,8,0.00,6,46.61,107,0.35,0.09,2.84,3.71,6.28,15.10,10.42,399.88,264,509,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,2
3210601225,土木工程,2021,427614.00,10.18,1,0.50,10,814.20,14630,13167,11286,2926,0.93,14839,204.94,11,0.00,9,20.00,96,0.52,0.01,3.73,3.19,7.00,11.26,6.13,259.00,21,497,211,53.57,84,74,0,0,0,0,0,0,0,0,0.00,0,0
3210601229,人工智能,2022,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,75,0.41,0.03,2.68,5.47,4.52,13.11,9.34,29.67,12,42,13,31.77,0,0,0,0,0,0,0,0,0,0,0.00,0,1
3210601302,土木工程,2021,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,114,0.32,0.10,5.01,4.09,14.82,15.62,8.96,392.50,226,577,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,3
3210601303,土木工程,2021,62024.00,1.51,2,12.24,6,73.80,2000,8000,9000,22000,0.46,1200,12.31,9,0.00,6,9.57,103,0.61,0.02,2.63,3.57,6.81,13.90,5.72,170.00,63,286,33,41.30,7,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601309,土木工程,2021,162545.00,20.37,7,1.12,9,253.92,0,1330,2280,4370,0.45,0,37.90,10,0.00,11,42.44,98,0.67,0.00,2.53,3.31,5.05,10.82,5.37,83.00,24,141,12,50.83,2,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601311,土木工程,2021,443795.76,4.74,8,5.32,9,492.44,11988,19116,19440,43092,0.54,4212,68.95,10,0.00,9,36.88,98,0.57,0.02,2.79,2.90,7.77,13.59,5.29,178.13,69,292,3,623.00,2,2,0,0,0,0,0,0,0,0,0.00,0,0
3210601312,土木工程,2021,12043.08,8.69,3,0.28,5,98.56,126,126,189,945,0.32,0,32.84,10,0.00,5,35.20,98,0.53,0.02,2.70,1.92,4.21,12.39,8.07,199.50,82,306,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601313,土木工程,2021,38649.60,3.07,1,1.00,6,84.52,900,2520,1980,7200,0.43,1080,23.23,11,0.00,8,8.16,121,0.24,0.12,3.06,3.71,14.66,18.32,10.37,470.63,303,648,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,3
3210601314,土木工程,2021,7260.00,3.24,9,0.84,7,25.00,132,396,264,1452,0.35,132,6.59,10,0.00,12,0.28,97,0.51,0.01,3.08,3.16,5.85,12.99,5.66,201.63,35,280,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601315,土木工程,2021,3780.00,105.00,12,60.00,9,240.00,18,9,0,9,0.75,0,74.83,11,0.00,11,0.00,100,0.43,0.04,3.26,2.74,5.50,12.36,6.93,288.75,156,413,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601316,土木工程,2021,65088.00,13.91,8,0.14,9,180.14,540,360,1080,2700,0.42,720,47.55,10,0.00,9,30.00,95,0.67,0.00,4.29,3.71,5.95,9.85,4.32,119.25,24,255,20,22.30,2,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601320,土木工程,2021,41580.00,50.77,2,10.00,8,160.00,252,0,315,252,0.69,189,49.89,5,0.00,7,35.00,107,0.43,0.08,2.94,3.64,7.06,15.61,10.24,371.13,154,582,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,2
3210601323,土木工程,2021,72345.00,56.79,2,30.00,9,250.00,455,273,273,273,0.79,455,31.99,10,0.00,10,0.00,98,0.61,0.02,3.02,4.24,5.89,10.57,7.31,147.63,66,220,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601325,土木工程,2021,14587.20,1.25,2,0.56,4,15.36,360,2880,2880,5580,0.52,0,3.27,1,0.00,10,0.68,99,0.52,0.03,3.64,3.24,7.62,13.09,5.53,206.25,7,438,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601328,土木工程,2021,12437.50,19.13,8,10.00,9,167.50,150,275,225,0,1.00,100,52.64,10,0.00,9,3.41,99,0.68,0.02,4.12,1.98,6.92,10.77,5.65,112.75,42,340,4,58.50,3,3,0,0,0,0,0,0,0,0,0.00,0,0
3210601401,土木工程,2021,297317.28,7.84,1,3.96,6,196.36,10044,4464,10788,12648,0.67,8184,28.69,4,0.00,6,34.16,96,0.64,0.00,3.18,2.87,4.92,10.71,6.37,126.88,11,239,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601404,土木工程,2021,16484.40,1.33,4,0.56,10,25.22,720,3060,3420,5220,0.58,360,4.67,10,0.00,10,0.36,95,0.57,0.00,3.87,3.00,5.97,10.25,5.79,169.00,46,388,9,25.11,1,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601405,土木工程,2021,3200.00,25.00,1,10.00,3,120.00,48,48,16,16,0.88,48,41.83,9,0.00,10,4.71,96,0.59,0.00,2.88,2.65,6.18,11.43,6.65,163.25,71,321,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601406,土木工程,2021,94813.95,28.22,11,1.00,9,462.00,525,840,525,1470,0.56,525,71.49,9,0.00,12,56.10,96,0.43,0.01,2.86,2.54,6.58,10.24,7.14,283.75,114,463,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601407,土木工程,2021,446123.60,10.03,2,7.52,6,537.04,4420,6760,11960,21320,0.52,2080,70.90,10,0.00,5,53.58,104,0.32,0.07,2.61,4.78,2.65,13.19,7.18,407.00,275,620,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,2
3210601412,土木工程,2021,81891.72,17.27,4,1.00,9,171.12,2142,306,1377,918,0.81,1530,22.91,10,0.00,9,14.44,103,0.30,0.07,3.17,1.36,16.84,18.35,8.87,421.88,241,613,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601414,土木工程,2022,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,61,0.15,0.26,11.04,16.71,13.72,27.50,0.00,503.17,332,655,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,3
3210601415,土木工程,2021,23590.08,3.64,6,3.36,12,106.22,576,864,2016,3024,0.53,288,24.52,12,0.00,12,39.60,97,0.45,0.01,2.32,3.50,4.26,13.65,6.17,258.00,80,413,23,38.43,9,3,0,0,0,0,0,0,0,0,0.00,0,0
3210601418,土木工程,2021,339566.40,16.26,1,2.00,7,358.96,960,3360,5520,11040,0.47,720,89.92,6,0.00,10,42.87,99,0.33,0.03,3.98,4.12,4.66,14.72,7.89,344.75,86,590,8,58.50,4,2,0,0,0,0,0,0,0,0,0.00,0,0
3210601419,土木工程,2021,493330.32,24.17,8,2.52,5,725.56,4788,2772,6048,6804,0.67,3276,153.04,10,0.00,5,149.72,97,0.63,0.01,2.37,3.63,5.85,11.84,5.36,166.00,52,449,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601424,土木工程,2021,930541.92,14.34,1,7.44,5,338.08,8160,12240,13464,31008,0.52,4488,79.10,10,0.00,9,60.00,98,0.57,0.03,3.37,2.82,6.57,11.99,5.44,215.00,30,409,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601426,土木工程,2021,10383.60,19.23,9,2.00,11,309.12,150,60,180,150,0.72,150,108.45,10,0.00,6,4.00,100,0.39,0.02,3.52,2.23,6.65,12.26,6.98,341.75,53,568,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601428,土木工程,2021,245120.00,61.28,12,4.00,5,300.00,320,480,800,2400,0.40,640,75.99,1,0.00,7,37.42,99,0.43,0.03,3.56,3.19,8.12,13.76,6.92,271.00,38,428,2,117.00,2,2,0,0,0,0,0,0,0,0,0.00,0,0
3210601504,土木工程,2021,109278.40,1.28,1,4.76,5,259.44,8360,15620,14740,46640,0.45,3960,40.13,9,0.00,5,37.43,97,0.47,0.01,4.02,3.70,5.54,13.07,7.64,217.38,98,342,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601505,土木工程,2021,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,100,0.32,0.03,3.45,2.90,5.70,15.43,9.20,394.13,240,576,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601510,土木工程,2021,123341.64,4.91,2,1.00,9,133.82,4692,11316,4416,4692,0.81,3036,30.79,9,0.00,7,25.00,95,0.71,0.00,2.35,2.92,4.66,12.28,5.86,105.25,32,197,1,21.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601512,土木工程,2021,388080.00,47.93,3,50.00,9,590.00,1760,4224,352,1760,0.78,880,56.13,10,0.00,4,65.00,97,0.59,0.01,1.90,4.34,4.65,13.15,6.77,189.75,77,270,3,29.67,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601513,土木工程,2021,19357.20,1.07,2,1.12,11,21.52,380,4750,4750,8170,0.55,0,4.00,10,0.00,11,0.55,98,0.47,0.03,0.99,3.93,5.95,13.36,8.18,259.38,165,346,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601514,土木工程,2021,3844.80,4.45,9,0.56,6,32.84,0,216,270,378,0.56,0,12.37,10,0.00,6,14.00,98,0.57,0.02,3.59,2.47,7.15,12.17,6.20,199.88,39,383,2,30.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601515,土木工程,2021,69204.96,2.11,2,1.68,7,104.76,2904,7392,8976,13464,0.59,1848,22.21,8,0.00,7,19.76,97,0.57,0.01,4.70,3.62,4.38,11.92,6.44,175.00,26,456,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601517,土木工程,2021,89606.88,1.62,2,4.12,10,74.44,3960,12672,11088,27720,0.50,2640,19.32,9,0.00,7,13.15,100,0.44,0.04,3.54,3.67,7.91,15.22,6.44,263.50,71,429,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601519,土木工程,2021,24470.00,16.88,1,2.00,9,252.24,300,150,150,850,0.41,250,57.08,6,0.00,9,41.52,97,0.70,0.01,2.06,2.54,6.98,11.64,4.64,106.88,29,184,4,15.50,0,0,0,0,0,0,0,0,0,0,0.00,0,0
3210601525,土木工程,2021,197230.00,28.10,12,10.00,9,150.00,2420,1694,968,1936,0.72,2178,13.87,10,0.00,6,4.15,104,0.42,0.06,2.61,2.78,6.36,13.67,7.44,344.00,76,562,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,2
3210601526,土木工程,2021,85408.00,11.02,12,6.56,6,282.60,408,1904,1496,3944,0.49,816,55.17,5,0.00,3,14.50,103,0.39,0.07,3.92,3.91,8.80,15.64,8.60,368.13,90,560,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0
